ID;PY;pops_left_drc;region;genus;spec;order;nmethod;pop;degN;degE;n_pp;perc;n2;dl2;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;0;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;0;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;1.6;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;1.1;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;5.9;105;15.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;30.1;105;15.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;70.2;105;15.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;94.7;105;16;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;94.8;105;16.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;94;105;16.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;DL;49.5;-94.1;16;95.6;105;16.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;3;105;10;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;0;105;11;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;1.3;105;11.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;1.4;105;11.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;2.5;105;11.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;1.1;105;12;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;6.5;105;12.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;16.9;105;12.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;54.9;105;12.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;78.7;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;95.6;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;98.9;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;100;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;99;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;99;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;97.2;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;96;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;97.7;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;95;105;15.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;100;105;15.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;GS;34.1;-78.3;21;97.7;105;15.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;0;105;12;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;1.3;105;12.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;0;105;12.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;0;105;12.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;0;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;0;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;8.8;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;25;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;73.5;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;96.8;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;100;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;96.3;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;95;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;98.6;105;15.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;97.3;105;15.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;98.8;105;15.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;100;105;16;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;97.6;105;16.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;96.4;105;16.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HK;35.0;-83.2;20;98.6;105;16.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;0;105;12;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;1;105;12.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;1;105;12.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;2.1;105;12.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;5.8;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;1.9;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;20.8;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;59;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;89.6;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;95.6;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;98.9;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;94.7;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;92.7;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;93.8;105;15.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;97.9;105;15.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;HV;39.6;-74.5;16;97.1;105;15.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;0;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;0;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;0;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;1;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;2.1;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;1.1;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;0;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;4.9;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;10.4;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;30.8;105;15.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;65.2;105;15.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;94;105;15.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;97.8;105;16;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;100;105;16.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;95.9;105;16.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;KC;46.2;-68.3;16;83.8;105;16.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;1.2;105;11;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;3.2;105;11.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;6.4;105;11.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;16.8;105;11.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;22.7;105;12;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;43.9;105;12.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;75.1;105;12.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;98;105;12.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;100;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;98;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;100;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;100;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;100;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;100;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;100;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;LI;30.4;-87.5;16;97.9;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;0;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;0;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;0;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;0;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;0;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;0;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;0;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;2.4;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;13.6;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;50.1;105;15.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;89.6;105;15.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;93.9;105;15.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;95.2;105;16;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;92.2;105;16.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;92.3;105;16.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;ML;46.0;-89.6;16;90.1;105;16.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;0;105;12;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;1;105;12.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;2;105;12.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;1.9;105;12.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;5.9;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;11.7;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;26.1;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;64.4;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;89.3;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;97.9;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;98.9;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;98;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;95.9;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;100;105;15.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;97;105;15.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;MM;39.8;-74.6;16;97.9;105;15.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;0;105;11;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;1;105;11.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;0;105;11.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;2;105;11.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;1;105;12;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;2;105;12.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;2;105;12.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;3.9;105;12.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;8;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;31;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;62.3;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;92.8;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;99;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;100;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;100;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;100;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;98.1;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;100;105;15.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;100;105;15.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;NP;38.3;-75.4;20;99;105;15.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;1;105;12;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;1;105;12.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;0;105;12.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;1;105;12.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;4.9;105;13;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;8.7;105;13.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;18.6;105;13.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;50.2;105;13.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;80.3;105;14;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;98.8;105;14.25;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;100;105;14.5;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;98;105;14.75;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;100;105;15;
bradshaw;2003;16;US;Wyeomyia;smithii;Diptera;global average;PB;40.3;-74.3;16;98.9;105;15.25;
