PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Lankinen, P; Forsman, P				Lankinen, P; Forsman, P			Independence of genetic geographical variation between photoperiodic diapause, circadian eclosion rhythm, and thr-gly repeat region of the period gene in Drosophila littoralis	JOURNAL OF BIOLOGICAL RHYTHMS												Drosophila littoralis is a latitudinally widespread European species of the Drosophila virilis group. The species has ample genetic variation in photoperiodism (adult diapause) and circadian rhythmicity (pupal eclosion rhythm), with adaptive latitudinal clines in both of them. The possible common genetic basis between the variability of photoperiodism and circadian rhythms was studied by a long-term crossing experiment. A northerri strain (65 degrees N) having long critical day length (CDL = 19.9 h) for diapause, early phase of the entrained rhythm in LD 3:21 (Psi(LD 3:21) = 12.3 h), and short period (tau = 18.8 h) of the free-running rhythm for the eclosion rhythm was crossed with a southern strain (42 degrees N) having short CDL (12.4 h), late eclosion phase (Psi(LD) 3:21 = 20.2 h), and long period (tau = 22.8 h). After 54 generations, including free recombination, artificial selection, and genetic drift, a novel strain resulted, having even more "southern" diapause and more "northern" eclosion rhythm characteristics than found in any of the geographical strairts. The observed complete separation of eclosion rhythm characteristics from photoperiodism is a new finding in D. littoralis; in earlier studies followed for 16 generations, the changes had been mostly parallel. Evidently, the genes controlling the variability of the eclosion rhythm and photoperiodism in D. littoralis are different but closely linked. To test for the possible gene loci underlying the observed geographical variability, the period gene was studied in 10 strains covering all the known clock variability in D. littoralis. The authors sequenced the most suspected Thr-Gly region, which is known to take part in the adaptive clock variability in Drosophila melanogaster. No coding differences were found in the strains, showing that this region is not included in the adaptive clock variability in D. littoralis.				Jelinek, Milan/C-8515-2011													0748-7304					FEB	2006	21	1					3	12		10.1177/0748730405283418								WOS:000234803600001	16461980					
J	Zhou, ZJ; Togashi, K				Zhou, ZJ; Togashi, K			Oviposition and larval performance of Monochamus alternatus (Coleoptera : Cerambycidae) on the Japanese cedar Cryptomeria japonica	JOURNAL OF FOREST RESEARCH												To determine whether Monochamus alternatus can use, the Japanese cedar (Cryptomeria japonica) as a host tree, experiments were conducted in a laboratory using three insect populations of different localities. Adult females chose Pinus densiflora bolts as oviposition substrate when supplied with cedar and pine bolts simultaneously, whereas some females from one locality oviposited on cedar bolts when supplied with them exclusively. Seventy-three percent of 40 eggs hatched in cedar bolts. When the first instar larvae were inoculated on cedar bolts, the development was stunted greatly and all died during the larval stage. Two of 20 larvae that were inoculated on cedar bolts at the third instar entered the diapause and one larva developed into an adult female, which produced viable eggs but was much smaller than those obtained from pine bolts. The results did not exclude the possibility that M. alternatus can use recently killed C japonica trees as a host.																	1341-6979					FEB	2006	11	1					35	40		10.1007/s10310-005-0184-5								WOS:000235285400005						
J	Daunt, F; Afanasyev, V; Silk, JRD; Wanless, S				Daunt, F; Afanasyev, V; Silk, JRD; Wanless, S			Extrinsic and intrinsic determinants of winter foraging and breeding phenology in a temperate seabird	BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY												In temperate regions, winter presents animals with a number of challenges including depressed food abundance, increased daily energy requirements, higher frequency of extreme weather events and shortened day length. Overcoming these constraints is critical for overwintering survival and scheduling of future breeding of long-lived species and is likely to be state dependent, associated with intrinsic abilities such as food acquisition rates. We examined the relationship between environmental and intrinsic factors on overwintering foraging and subsequent breeding phenology of the European shag Phalacrocorax aristotelis, a diurnal marine predator. We tested a range of hypotheses relating to overwintering foraging time and location. We found that individuals greatly increased their foraging time in winter to a peak of more than 90% of available daylight at the winter solstice. The seasonal patterns of foraging time appear to be driven by a combination of light levels and weather conditions and may be linked to the availability of the shag's principal prey, the lesser sandeel Ammodytes marinus. There was no evidence that shags dispersed south in winter to increase potential foraging time. Foraging time decreased after the winter solstice and, crucially, was correlated with subsequent breeding phenology, such that individuals that spent less time foraging in February bred earlier. The relationship was much stronger in females than males, in line with their more direct control of timing of breeding. Our results demonstrate that pre-breeding intrinsic foraging ability is critical in determining breeding phenology.				Daunt, Francis/K-6688-2012; Wanless, Sarah/K-2338-2012	Daunt, Francis/0000-0003-4638-3388; Wanless, Sarah/0000-0002-2788-4606												0340-5443					JAN	2006	59	3					381	388		10.1007/s00265-005-0061-4								WOS:000234600500006						
J	Milbrath, LR; DeLoach, CJ				Milbrath, LR; DeLoach, CJ			Host specificity of different populations of the leaf beetle Diorhabda elongata (Coleoptera : Chrysomelidae), a biological control agent of saltcedar (Tamarix spp.)	BIOLOGICAL CONTROL												The leaf beetle, Diorhabda elongata (Brulle) sensu lato, was released in 2001 for the classical biological control of exotic saltcedars, a complex of invasive Tamarix species and hybrids. It did not establish at sites south of 37 degrees N latitude where summer daylengths are below the critical photoperiod of the northern-adapted populations of the beetle that were released. Therefore, we assessed the host specificity of four D. elongata populations collected from more southern latitudes in the Old World (Tunisia, Crete, Uzbekistan, and Turpan, China). All populations were similar to each other and the previously released populations of D. elongata in their host specificity. Larval/pupal survival for all populations was 34-100% on Tamarix test plants, 0-76% on native Frankenia plants (both in the order Tamaricales), and 0% on the remaining 28 species of plants on which all the larvae died as 1st instars. D. elongata laid high numbers of eggs on saltcedar, generally fewer eggs on athel (a moderately valued evergreen species of Tamarix) except for Uzbekistan beetles, and few to no eggs on three species of Frankenia. Few to no adults were found on Frankenia plants which also were poor maintenance hosts. The release of any of the four D. elongata populations in the southern US and northern Mexico should pose no risk to plants outside the order Tamaricales and a low risk to native, non-target Frankenia plants. Athel may be less damaged than saltcedar. Published by Elsevier Inc.																	1049-9644					JAN	2006	36	1					32	48		10.1016/j.biocontrol.2005.09.008								WOS:000234438000004						
J	Moore, IT; Bentley, GE; Wotus, C; Wingfield, JC				Moore, IT; Bentley, GE; Wotus, C; Wingfield, JC			Photoperiod-independent changes in immunoreactive brain gonadotropin-releasing hormone (GnRH) in a free-living, tropical bird	BRAIN BEHAVIOR AND EVOLUTION												Timing of seasonal reproduction in high latitude vertebrates is generally regulated by photoperiodic cues. Increasing day length in the spring is associated with changes in the brain that are responsible for mediating reproductive activities. A primary example of this is the increased content of gonadotropin-releasing hormone (GnRH) in the preoptic area of the hypothalamus in birds as they enter the spring breeding season. Increased GnRH activity stimulates the release of luteinizing hormone and follicle-stimulating hormone from the anterior pituitary. These gonadotropins induce growth of the gonads and release of sex steroids which act on the brain to mediate reproductive behaviors. By contrast, seasonal breeding in the tropics can occur in the absence of significant changes in photoperiod. To our knowledge, no studies have investigated whether seasonal breeding in free-living tropical vertebrates is associated with seasonal changes in the GnRH system. We studied two populations of rufous-collared sparrows (Zonotrichia capensis) at the equator, separated by only 25 km, but with asynchronous reproductive phenologies associated with local climate and independent of photoperiodic cues. We collected brains and measured GnRH immunoreactivity (GnRH-ir) during each population's breeding and non-breeding periods. Breeding males had larger, but not more, GnRH-ir cells than non-breeding birds. The plasticity of the GnRH system was associated with local climate, such that the two populations exhibited asynchronous changes in GnRH-ir despite experiencing identical photoperiod conditions. Our results demonstrate that tropical birds can exhibit neural changes similar to those exhibited in higher latitude birds. However, these tropical populations appear to be using supplementary cues (e.g., rainfall, temperature, food availability) in a similar way to higher latitude species using an initial predictive cue (photoperiod). These results raise questions about the evolution of reliance upon photoperiodism and the strength of reproductive responses to other environmental cues in congeners from higher latitudes. The ability to respond to a multitude of environmental cues might be part of the ancestral condition, and the subsequent obligate photoperiodism in high-latitude congeners could reflect a loss of flexibility in response to environmental signals.					Moore, Ignacio/0000-0001-8875-8913												0006-8977						2006	68	1					37	44		10.1159/000093059								WOS:000238357400004	16675899					
J	Danks, HV				Danks, HV			Insect adaptations to cold and changing environments	CANADIAN ENTOMOLOGIST					Symposium on Adaptations and Constraints in honor of Richard Ring held at the Annual Meeting of the Entomological-Society-of-Canada	NOV 03, 2003	Kelowna, CANADA	Entomol Soc Canada				A review of insect adaptations for resistance to cold and for life-cycle timing reveals the complexity of the adaptations and their relationships to features of the environment. Cold hardiness is a complex and dynamic state that differs widely among species. Surviving cold depends on habitat choice, relationships with ice and water, and synthesis of a variety of cryoprotectant molecules. Many aspects are time-dependent and are integrated with other factors such as taxonomic affinity, resource availability, natural enemies, and diapause. Timing adaptations reflect the fact that all environments change over many different time frames, from days to thousands of years. Environments differ in severity and in the extent, nature, variability, and predictability of change, as well as in how reliably cues indicate probable conditions in the future. These differences Lire reflected by a wide range of insect life-cycle systems, life-cycle delays, levels of responsiveness to various environmental signals, genetic systems, and circadian responses. In particular, the degree of environmental change, its predictability on different time frames, and whether it can be monitored effectively dictate the balance between fixed and flexible timing responses. These same environmental features have to be characterized to understand cold hardiness, but this has not yet been done. Therefore, the following key questions must be answered in order to put cold hardiness into the necessary ecological context: How much do conditions change? How consistent is the change? How reliable are environmental signals?																	0008-347X	1918-3240				JAN-FEB	2006	138	1					1	23										WOS:000237124200003						
J	Baker, PJ; Costanzo, JP; Herlands, R; Wood, RC; Lee, RE				Baker, PJ; Costanzo, JP; Herlands, R; Wood, RC; Lee, RE			Inoculative freezing promotes winter survival in hatchling diamondback terrapin, Malaclemys terrapin	CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE												We investigated the hibernation ecology and cold hardiness of hatchling diamondback terrapins, Malaclemys terrapin (Schoepf, 1793), an estuarine species that reaches 42 degrees N along the Atlantic Ocean. During 3 years of study, about 50% of the nests we monitored harboured hatchlings during winter, and the majority (87%) of these individuals survived despite being intermittently exposed to subfreezing temperatures. Most such exposures were brief (ca. 12 h) and mild (minimum temperature: ca. -1.2 degrees C); however, turtles were occasionally subjected to longer chilling episodes and lower temperatures. In laboratory experiments, hatchlings supercooled extensively, attaining ca. -15 degrees C before spontaneously freezing. However, they were highly susceptible to inoculative freezing through contact with external ice and (or) ice-nucleating agents, which occur in nesting soil. Therefore, freeze avoidance through supercooling does not appear to be a viable cold-hardiness strategy in these turtles. Hatchlings subjected to experimental freezing survived exposure to temperatures as low as -3.0 degrees C suggesting that freeze tolerance may account for the high winter survival observed in natural nests. We conclude that freeze tolerance in hatchling M. terrapin is promoted by high susceptibility to inoculation, which is known to moderate freezing, allowing cells time to adapt to the attendant physical and osmotic stresses.																	0008-4301					JAN	2006	84	1					116	124		10.1139/Z05-183								WOS:000236285900014						
J	Pajuste, K; Frey, J; Asi, E				Pajuste, K; Frey, J; Asi, E			Interactions of atmospheric deposition with coniferous canopies in Estonia	ENVIRONMENTAL MONITORING AND ASSESSMENT												Throughfall and open field bulk precipitation were measured at three coniferous sites during 1995-2002 in the framework of ICP Integrated Monitoring and at five coniferous sites during 1996-2002 in the framework of ICP Forests (Level II). The coniferous canopies acted as a sink for nitrate and ammonium and as a source for base cations: Ca2+, Mg2+ and K+. The estimated share of SO4-S dry deposition from total deposition was 1.5-4 times higher for dormant period compared to growing period. During the study period average annual throughfall and bulk deposition of SO4-S decreased significantly, 2.8 and 2.3 times, respectively. Throughfall enrichment with base cations increased in the order Mg < Na < Ca < K. Using Na as a tracer ion, average dry deposition and canopy leaching were calculated. Leaching was the dominant process for TF enrichment by potassium. Leaching of base cations occurred during growing as well as dormant period. The calculated internal flux of Ca2+ and Mg2+ varied in the range of 0.6-2.0 and 0.6-1.2 kg ha(-1) per year in spruce and pine stands, respectively. The internal circulation of K+ was significantly higher (8.9-10.9 kg ha(-1) per year) in spruce stands than in pine stands (2.7-4.4 kg ha(-1) per year).																	0167-6369					JAN	2006	112	1-3					177	196		10.1007/s10661-006-0360-x								WOS:000234571500010	16404540					
J	Milonas, PG; Savopoulou-Soultani, M				Milonas, PG; Savopoulou-Soultani, M			Seasonal abundance and population dynamics of Adoxophyes orana (Lepidoptera : Tortricidae) in northern Greece	INTERNATIONAL JOURNAL OF PEST MANAGEMENT												The phenology and population dynamics of the tortricid moth Adoxophyes orana were studied using pheromone traps and periodic sampling of shoots and fruits sampling in peach orchards in northern Greece ( latitude 40.3 degrees North). We combined diapause and development in a day- degree model of A. orana phenology. Each year adult activity occurred in early May or after 418 day- degrees had been accumulated from 1 February, when diapause development is completed. Larval activity began in early spring ( March). According to larval instar distribution, by October diapause course is irreversible. Combining data on trap captures and larval activity reveals three distinct generations in the area. Larval densities increased at the end of summer when also fruit damage is possible. Three parasitoids were identified, Colpoclypeus florus being the most abundant. Applying the Weibull function and a logistic distribution to cumulative percentage of trap captures and larval development, respectively, the phenology of A. orana is forecasted with the accumulated day- degrees. The prediction of the models agrees well with the observed flight curves of A. orana males. The practical implications concerning population dynamics and use of the models for control of this pest are discussed.					Milonas, Panagiotis/0000-0001-5391-7750												0967-0874					JAN-MAR	2006	52	1					45	51		10.1080/09670870600552562								WOS:000235803300005						
J	Aufderheide, J; Warbritton, R; Pounds, N; File-Emperador, S; Staples, C; Caspers, N; Forbes, V				Aufderheide, J; Warbritton, R; Pounds, N; File-Emperador, S; Staples, C; Caspers, N; Forbes, V			Effects of husbandry parameters on the life-history traits of the apple snail, Marisa cornuarietis: effects of temperature, photoperiod, and population density	INVERTEBRATE BIOLOGY												These experiments are part of a larger study designed to investigate the influence of husbandry parameters on the life history of the apple snail, Marisa cornuarietis. The overall objective of the program is to identify suitable husbandry conditions for maintaining multi-generation populations of this species in the laboratory for use in ecotoxicological testing. In this article, we focus on the effects of photoperiod, temperature, and population density on adult fecundity and juvenile growth. Increasing photoperiod from 12 to 16 h of light per day had no effect on adult fecundity or egg hatching and relatively minor effects on juvenile growth and development. Rearing snails at temperatures between 22 degrees C and 28 degrees C did not influence the rates of egg production or egg clutch size. However, the rates of growth and development (of eggs and juveniles) increased with increasing temperature in this range, and when temperatures were reduced to 22 degrees C egg-hatching success was impaired. Juvenile growth and development were more sensitive to rearing density than adult fecundity traits. On the basis of the present results, we conclude that rearing individuals of M. cornuarietis at a temperature of 25 degrees C, a photoperiod of 12L:12D, and a density of < 0.8 snails L-1 (with lower densities for juvenile snails) should provide favorable husbandry conditions for maintaining multi-generation populations of this species.				Forbes, Valery/K-6763-2012	Forbes, Valery/0000-0001-9819-9385												1077-8306						2006	125	1					9	20		10.1111/j.1744-7410.2006.00035.x								WOS:000236606800002						
J	Tatsumi, E; Takada, H				Tatsumi, E; Takada, H			Differences in dormancy characteristics among populations of Aphelinus asychis (Hymenoptera : Aphelinidae)	JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY												The dormancy characteristics of five Japanese populations of Aphelinus asychis were examined to find strains useful as biological control agents against pest aphids under winter greenhouse conditions in Japan, The weak diapause, strictly oligopause sensu Mansingh (1971), response in the adult stage differed among populations tinder 10L:14D at 15 degrees C. The percentage of newly emerging females with immature ovaries was significantly lower in one of the Kagoshima populations, KGS1 (12%) than in the other four populations (51-66%). The mean preoviposition period was significantly shorter in the Kochi population, KCH (1.8 d) than in the Kyoto population (7.8 d), and oviposition was more incessant in the former than in the latter. KGS1 and KCH, which showed a weaker diapause response, are considered to be better candidates for the biological control of pest aphids in winter greenhouses because they arc more likely to be active during the winter.																	0021-4914						2006	50	1					72	74		10.1303/jjaez.2006.72								WOS:000236832700013						
J	Duggan, IC; Bailey, SA; van Overdijk, CDA; MacIsaac, HJ				Duggan, Ian C.; Bailey, Sarah A.; van Overdijk, Colin D. A.; MacIsaac, Hugh J.			Invasion risk of active and diapausing invertebrates from residual ballast in ships entering Chesapeake Bay	MARINE ECOLOGY PROGRESS SERIES												We examined the invasion risk posed by active invertebrates and their diapausing stages (e.g. resting eggs, quiescent adults) carried in residual sediment and water of non-ballasted ships to Chesapeake Bay. Many taxa were recorded that are not native to Chesapeake Bay, supporting the contention that residual ballast represents an invasion vector of some risk to marine systems. Composition and propagule supply differed relative to that in ships entering the Laurentian Great Lakes (e.g. marine taxa dominated in Chesapeake Bay ships), indicating that risk varies geographically. Average abundances of active invertebrates in residual sediment (1002.1 ind. kg(-1)) and water (2.7 ind. 1(-1)), and diapausing eggs in sediments (779.4 eggs kg(-1)), were typically low relative to those in ships entering the Great Lakes (1322.5 ind. kg(-1), 10.9 ind. 1(-1) and 3650.0 eggs kg(-1), respectively). However, due to high variability among ships, differences were not statistically significant. The major cause of composition and abundance differences is dissimilar trade routes between each system, with vessels entering Chesapeake Bay primarily originating from marine rather than freshwater ports, and because diapausing stages are less commonly found among marine invertebrates. Low propagule supplies, predominant intra-continental ship movements, and salinity disparity between the upper (20 to 28 parts per thousand) and lower (3 to 8 parts per thousand) regions of Chesapeake Bay (where ballast water is loaded and offloaded) may greatly reduce invasion risk and be a contributing factor to the bay's low invasion rate: invasion risk from non-ballasted ships here may be low relative to hull fouling or ballast water discharge. Other marine coastal areas may be at greater risk from this vector.				Duggan, Ian/G-2275-2012; Bailey, Sarah/E-8356-2010	Duggan, Ian/0000-0002-6037-9759; Bailey, Sarah/0000-0003-3635-919X												0171-8630						2006	324						57	66		10.3354/meps324057								WOS:000242376800004						
J	Speirs, DC; Gurney, WSC; Heath, MR; Horbelt, W; Wood, SN; de Cuevas, BA				Speirs, Douglas C.; Gurney, William S. C.; Heath, Michael R.; Horbelt, Werner; Wood, Simon N.; de Cuevas, Beverly A.			Ocean-scale modelling of the distribution, abundance, and seasonal dynamics of the copepod Calanus finmarchicus	MARINE ECOLOGY PROGRESS SERIES												The copepod Calanus finmarchicus is widely distributed over the sub-polar Atlantic and dominates the mesozooplanktonic biomass in that region. Despite this, all previous C. finmarchicus population modelling studies have been spatially and temporally limited. In this paper we present results from a fully stage-resolved model in a domain spanning the entire geographic range of the species (30 to 80 degrees N and 80 degrees W to 90 degrees E. The model was driven by temperature and transport from the Ocean Circulation and Climate Advanced Modelling project (OCCAM) and phytoplankton food derived from satellite (SeaWiFS) sea-surface colour observations. The resulting quasi-stationary yearly cycle was assessed against seasonally resolved maps of continuous plankton recorder observations, winter cruise data on the distribution of diapausers, and time series from locations distributed over the North Atlantic. The model's high computational efficiency permitted its free parameters to be selected to yield a good correspondence with the field data. We were also able to explore the effects of changing the assumptions regarding diapause and mortality. By falsifying alternative models we conclude that (1) a fixed fraction of each surface generation enters diapause, (2) overwintering individuals enter diapause at the end of the fifth copepodite stage, and (3) mortality is an increasing function of temperature. Finally, we demonstrate that the demographic impact of transport is limited, except in shelf seas and at the edges of the distribution; nevertheless, there is a very high level of population connectivity over the whole domain.				Speirs, Douglas/D-7526-2013; Heath, Michael/D-5765-2013; Wood, Simon/B-3058-2010	Wood, Simon/0000-0002-2034-7453; Heath, Michael/0000-0001-6602-3107												0171-8630	1616-1599					2006	313						173	192		10.3354/meps313173								WOS:000238837300015						
J	Colburn, EA; Clapp, FMG				Colburn, Elizabeth A.; Clapp, Frances M. Garretson			Habitat and life history of a northern caddisfly, Phanocelia canadensis (Trichoptera : Limnephilidae), at the southern extreme of its range	NORTHEASTERN NATURALIST												The second documented larval habitat for the northern caddisfly, Phanocelia canadensis (Trichoptera: Limnephilidae), is far south of the center of the species' range in Canada. We collected larvae of this rarely found species from two small, kettle hole wetlands on Cape Cod, MA. The life cycle and behavior are similar to the New Brunswick population studied by Fairchild and Wiggins (1989). Habitat characteristics distinguishing wetlands where P. canadensis occurs include dominance by Sphagnum sp., shrub cover, and low pH. Narrow habitat requirements, summer dormancy, and late adult emergence may limit this species' appearance in collections. Conservation planning and searches for additional populations may be aided by improved understanding of this species' preferred habitat.																	1092-6194	1938-5307					2006	13	4					537	550		10.1656/1092-6194(2006)13[537:HALHOA]2.0.CO;2								WOS:000243845400008						
J	Huestis, DL; Marshall, JL				Huestis, DL; Marshall, JL			Interaction between maternal effects and temperature affects diapause occurrence in the cricket Allonemobius socius	OECOLOGIA												The induction of diapause can be adaptive for egg survival during unfavorable conditions, while direct development can be advantageous under favorable conditions by allowing additional generations to exploit abundant resources. Therefore, the physiological capability of a female to respond to environmental cues indicative of habitat quality by producing eggs of the appropriate developmental phenotype should be under strong selection. Additionally, developing embryos may alter the developmental trajectory initiated by the female in response to changing environmental conditions. In this study, we used a cross-fostering approach to isolate the maternal effects of parental diapause history (not previously studied) and egg-laying temperature from the influence of the incubation environment experienced by the developing embryo on the proportion of diapause eggs produced by the striped ground cricket, Allonemobius socius. We found that an interaction between egg-incubation temperature and parental diapause history strongly affected the proportion of diapause eggs produced and the proportion of eggs that hatched within a 16-18 day incubation period, while egg-laying temperature and all other interactions did not. These novel results indicate that embryos can respond directly to the environmental conditions they experience during development, but that their ability to do so is influenced by maternal effects such as parental diapause history. The results of this study not only provide evidence, for the first time, of parental diapause history affecting diapause proportions, but also raise additional questions about the mechanism by which environmental information is transmitted from parent to offspring and how offspring are able to respond to conditions experienced during their own development.					Huestis, Diana/0000-0001-6649-4785												0029-8549					JAN	2006	146	4					513	520		10.1007/s00442-005-0232-z								WOS:000234145300002	16133190					
J	Covich, AP				Covich, Alan P.			Dispersal - Limited biodiversity of tropical insular streams	POLISH JOURNAL OF ECOLOGY					4th Symposium for European Freshwater Science (SEFS 4)	AUG, 2005	Jagiellonian Univ, Cracow, POLAND		Jagiellonian Univ			Numerous species are adapted for colonization of insular fresh waters by using different mechanisms of active and passive dispersal, especially among oceanic islands at low latitudes. Over time, similar animal communities have assembled in many tropical streams and rivers on isolated islands. These freshwater communities are characterized by a relatively low number of species of fishes, decapods, gastropods and insects that typically have complex life cycles including passive, long-distance dispersal. These species often disperse during marine phases with drifting larvae or by rafting and aerial transport of resistant, dormant stages. Active dispersal is sometimes effective for relatively short-distance movements from one island's streams to another island's nearby drainage basin within an archipelago (a "stepping-stones" dispersal pattern). Identifying distinct differences among aquatic communities on "true oceanic" islands of different ages and geologic histories requires a long-term biogeographic perspective including the degree of spatial isolation of populations and differences in rates of speciation. Consequently, the total biodiversity of insular streams is a complex combination of dispersal from multiple sources of species from continents and other islands, as well as evolution of new endemics. Recolonization of streams following natural disturbances and the impacts of introduced species result in dynamic changes in species accumulation and turnover in these insular freshwater ecosystems. Analysis of dispersal to islands provides general perspectives on managing fragmented habitats, especially the effects of invasive species that also shed light on factors affecting the equilibrium composition of animal communities in island-like ecosystems on continents.																	1505-2249						2006	54	4					523	547										WOS:000243236300002						
J	Pietrzak, B; Slusarczyk, M				Pietrzak, Barbara; Slusarczyk, Miroslaw			The fate of the ephippia - Daphnia dispersal in time and space	POLISH JOURNAL OF ECOLOGY					4th Symposium for European Freshwater Science (SEFS 4)	AUG, 2005	Jagiellonian Univ, Cracow, POLAND		Jagiellonian Univ			When conditions deteriorate, freshwater cladocerans from the genus Daphnia switch to production of diapausing eggs encased in chitinous shells called ephippia. Ephippia may serve for temporal escape and recolonisation of the habitat or for geographical dispersal and colonisation of other habitats. While dormancy and dispersal of ephippia have been well studied, initial factors determining the fate of the ephippia have remained unknown. We first consider the fate of an ephippium that sinks to the bottom of the water body, where it enriches the egg bank present in the sediments. We then discuss the potential and evidence for dispersal of ephippia, which is probably facilitated by their flotation on the water surface. Finally, we concentrate on the moment of the release of the ephippium showing a likely mechanism that determines its further fate - temporal or spatial dispersal - and we demonstrate it to be accomplished through maternal behaviour.				Pietrzak, Barbara/C-3421-2013	Pietrzak, Barbara/0000-0001-5446-6277												1505-2249						2006	54	4					709	714										WOS:000243236300017						
J	Chikumba, N; Mapiye, C; Poshiwa, X				Chikumba, N.; Mapiye, C.; Poshiwa, X.			Breaking seed coat dormancy in Macrotyloma daltonii	RANGELAND JOURNAL												Methods for breaking hard seed to allow germination of 2 seedlots of Macrotyloma daltonii (Webb) Verdc., were investigated. Treatments included soaking, application of dry heat, hot water, acid scarification, sand paper scarification, pre-chilling, alone and in combination with acid and dry heat. The treated seeds were tested for germination over 21 days in an incubator with 12 h of light and 12 h of darkness and temperatures of 25 and 18 degrees C during the light and dark phases, respectively. A 20-min exposure to 98% concentrated sulphuric acid was most effective in increasing germination from 10 to 80% in seedlot 1. The 10-min acid treatment increased germination from 21 to 38% in seedlot 2, but 20 min reduced germination and increased the number of dead seeds. Seedlot 1 had greater levels of hard seed (88%) than seedlot 2 (61%). Soaking, hot water, dry heating, pre-chilling, or sandpaper scarification were not effective in breaking hard seed in either seedlot 1 or 2. Combining pre-chilling with 10 min of acid treatment damaged seed and impaired germination across the 2 seedlots. The range of pre-sowing seed treatments that indicated positive effects on germination, particularly acid treatments need to be further investigated in the field under different pedo-climatic conditions to allow appropriate rangeland management options to be developed.					Mapiye, Cletos/0000-0002-1474-8648												1036-9872						2006	28	2					179	182		10.1071/RJ06012								WOS:000241880400010						
J	Gremillet, D; Kuntz, G; Gilbert, C; Woakes, AJ; Butler, PJ; le Maho, Y				Gremillet, D; Kuntz, G; Gilbert, C; Woakes, AJ; Butler, PJ; le Maho, Y			Cormorants dive through the Polar night	BIOLOGY LETTERS												Most seabirds are visual hunters and are thus strongly affected by light levels. Dependence on vision should be problematic for species wintering at high latitudes, as they face very low light levels for extended periods during the Polar night. We examined the foraging rhythms of male great cormorants (Phalacrocorax carbo) wintering north of the Polar circle in West Greenland, conducting the first year-round recordings of the diving activity in a seabird wintering at high latitudes. Dive depth data revealed that birds dived every day during the Arctic winter and did not adjust their foraging rhythms to varying day length. Therefore, a significant proportion of the dive bouts were conducted in the dark (less than 1 lux) during the Polar night. Our study underlines the stunning adaptability of great cormorants and raises questions about the capacity of diving birds to use non-visual cues to target fish.																	1744-9561					DEC 22	2005	1	4					469	471		10.1098/rsbl.2005.0356								WOS:000233911600024	17148235					
J	Burke, S; Pullin, AS; Wilson, RJ; Thomas, CD				Burke, S; Pullin, AS; Wilson, RJ; Thomas, CD			Selection for discontinuous life-history traits along a continuous thermal gradient in the butterfly Aricia agestis	ECOLOGICAL ENTOMOLOGY												1. Voltinism may be conceptualised as the product of development rate and the timing of diapause - two components that together translate gradual environmental variation, through periods of growth and development, into 'generational units'. This may result in very different selection pressures on diapause induction and development time in populations with different numbers of generations per year. 2. Developmental data from univoltine and bivoltine populations of the butterfly Aricia agestis (Lepidoptera: Lycaenidae) in North Wales were used to examine larval development time and the timing of diapause, and their contribution towards voltinism in populations that occur at the same latitude and in geographic proximity to one another along a thermal gradient. 3. The critical photoperiod for diapause induction in univoltines and bivoltines from the same latitude differed by more than 1.5 h. 4. Development time also differed significantly between these populations, in line with predictions that bivoltines would need to exhibit shorter development times in order to achieve two complete generations per year. Shorter development times for bivoltines result in lower pupal weights, suggesting a trade-off exists between generation number and body size that may dictate the position of the transition zone between the two life-history strategies. Analysis of development times in a third population, from southern England, with greater thermal availability than those from North Wales, further supports this hypothesised trade-off. 5. To achieve the conversion of a continuous thermal gradient into the binary biological response from univoltism to bivoltism, bivoltines speed up development, reduce adult body size and shift their diapause induction response.				Thomas, Chris/A-1894-2012; Wilson, Robert/I-8726-2014; Thomas, Chris/A-1460-2014	Thomas, Chris/0000-0003-2822-1334; Wilson, Robert/0000-0003-4477-7068; Thomas, Chris/0000-0003-2822-1334; Pullin, Andrew/0000-0001-5299-8042												0307-6946					DEC	2005	30	6					613	619		10.1111/j.0307-6946.2005.00741.x								WOS:000234482500001						
